ID_transaccion,proveedor_id,fecha_factura,fecha_vencimiento,monto,condiciones_pago,estado_pago,dias_credito,descuento_pronto_pago,penalizacion_mora,metodo_pago,aprobador,duplicate_has_anomaly,duplicate_type,duplicate_description,format_has_anomaly,format_type,format_description,temporal_has_anomaly,temporal_type,temporal_description,business_rules_has_anomaly,business_rules_type,business_rules_description,approver_has_anomaly,approver_type,approver_description,amount_has_anomaly,amount_type,amount_description,discount_penalty_has_anomaly,discount_penalty_type,discount_penalty_description,cross_consistency_has_anomaly,cross_consistency_type,cross_consistency_description,total_anomalies,has_any_anomaly
2719,1051,2022-03-20,2023-12-26,379.46,90 días,Pagado,60,5,0,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (646 días) vs esperada (90 días): 556 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
2720,1035,2022-08-21,2023-05-02,8566.14,90 días,Pagado,60,5,2,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (254 días) vs esperada (90 días): 164 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2721,1037,2022-11-07,2023-09-07,3651.68,30 días,Retrasado,30,0,2,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (304 días) vs esperada (30 días): 274 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
2722,1049,2022-07-11,2023-04-04,6348.06,30 días,Pendiente,90,0,1,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (267 días) vs esperada (30 días): 237 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-04-04),3,True
2723,1062,2022-08-01,2023-09-29,7177.49,90 días,Pendiente,90,0,2,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (424 días) vs esperada (90 días): 334 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-09-29),2,True
2724,1062,2022-12-26,2023-01-18,4355.46,30 días,Pagado,60,0,0,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (23 días) vs esperada (30 días): 7 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
2725,1061,2022-10-09,2023-06-26,3133.78,90 días,Retrasado,60,10,2,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (260 días) vs esperada (90 días): 170 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
2726,1098,2022-08-30,2023-02-14,9625.91,30 días,Pagado,90,5,1,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (168 días) vs esperada (30 días): 138 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
2727,1006,2022-10-03,2023-03-17,9648.43,60 días,Pagado,30,10,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (165 días) vs esperada (60 días): 105 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
2728,1026,2022-12-07,2023-11-02,2965.42,60 días,Pendiente,60,5,1,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (330 días) vs esperada (60 días): 270 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-11-02),2,True
2729,1091,2022-04-22,2023-03-21,4848.29,30 días,Pendiente,90,5,2,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (333 días) vs esperada (30 días): 303 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-03-21),3,True
2730,1085,2022-05-07,2023-09-12,9731.16,60 días,Pendiente,90,5,2,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (493 días) vs esperada (60 días): 433 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-09-12),3,True
2731,1013,2022-12-15,2023-08-01,148.2,60 días,Pendiente,60,10,2,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (229 días) vs esperada (60 días): 169 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-08-01),2,True
2732,1070,2022-11-02,2023-07-17,4185.51,60 días,Pendiente,90,0,2,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (257 días) vs esperada (60 días): 197 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-07-17),3,True
2733,1085,2022-02-11,2023-05-03,1094.53,90 días,Retrasado,30,10,0,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (446 días) vs esperada (90 días): 356 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
2734,1004,2022-09-27,2023-12-06,5140.66,30 días,Pagado,90,5,2,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (435 días) vs esperada (30 días): 405 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2735,1054,2022-08-17,2023-08-15,344.23,30 días,Retrasado,60,10,1,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (363 días) vs esperada (30 días): 333 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
2736,1001,2022-09-28,2023-11-24,4128.29,30 días,Pagado,60,5,0,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (422 días) vs esperada (30 días): 392 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
2737,1061,2022-12-27,2023-03-28,2284.92,60 días,Pendiente,90,0,0,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (91 días) vs esperada (60 días): 31 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-03-28),3,True
2738,1090,2022-07-05,2023-04-19,5379.75,90 días,Retrasado,90,0,0,Cheque,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (288 días) vs esperada (90 días): 198 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
2739,1020,2022-02-09,2023-10-24,9960.34,30 días,Pagado,60,10,1,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (622 días) vs esperada (30 días): 592 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
2740,1078,2022-10-16,2023-06-27,8025.31,60 días,Pendiente,30,0,1,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (254 días) vs esperada (60 días): 194 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-06-27),3,True
2741,1020,2022-02-27,2023-01-29,8471.86,90 días,Pendiente,90,5,1,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (336 días) vs esperada (90 días): 246 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-29),2,True
2742,1009,2022-02-01,2023-11-26,13904.734761258333,90 días,Retrasado,30,5,1,Transferencia,Bob,False,,,True,FORMAT_ANOMALY,Monto con 12 decimales,True,TEMPORAL_ANOMALY,Diferencia real (663 días) vs esperada (90 días): 573 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),5,True
2743,1086,2022-10-08,2023-05-17,511.44,30 días,Retrasado,30,0,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (221 días) vs esperada (30 días): 191 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
2744,1057,2022-09-16,2023-03-02,2147.3,30 días,Retrasado,60,0,2,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (167 días) vs esperada (30 días): 137 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,False,,,2,True
2745,1038,2022-04-14,2023-01-28,9258.14,60 días,Pendiente,60,0,1,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (289 días) vs esperada (60 días): 229 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-28),2,True
2746,1004,2022-10-21,2023-03-28,3724.52,30 días,Pagado,60,10,1,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (158 días) vs esperada (30 días): 128 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
2747,1064,2022-10-02,2023-08-27,1126.0,60 días,Pagado,30,10,2,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (329 días) vs esperada (60 días): 269 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2748,1012,2022-03-18,2023-07-25,7053.81,90 días,Retrasado,60,5,2,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (494 días) vs esperada (90 días): 404 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
2749,1084,2022-03-26,2023-09-02,3064.63,90 días,Pagado,60,10,1,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (525 días) vs esperada (90 días): 435 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
2750,1089,2022-06-17,2023-06-05,2761.68,90 días,Pendiente,30,10,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (353 días) vs esperada (90 días): 263 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-06-05),3,True
2751,1084,2022-09-24,2023-09-02,9979.98,90 días,Pagado,30,5,0,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (343 días) vs esperada (90 días): 253 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,False,,,2,True
2752,1052,2022-08-15,2023-10-01,8595.58,30 días,Pendiente,30,5,1,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (412 días) vs esperada (30 días): 382 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-10-01),2,True
2753,1081,2022-03-01,2023-05-01,4138.58,30 días,Retrasado,30,0,0,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (426 días) vs esperada (30 días): 396 días de diferencia,False,,,False,,,False,,,False,,,False,,,1,True
2754,1044,2022-12-15,2023-07-15,9804.59,60 días,Pagado,90,0,2,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (212 días) vs esperada (60 días): 152 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2755,1031,2022-04-16,2023-12-17,6536.12,60 días,Pendiente,60,10,0,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (610 días) vs esperada (60 días): 550 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-12-17),2,True
2756,1035,2022-10-26,2023-12-29,7446.02,60 días,Retrasado,90,5,1,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (429 días) vs esperada (60 días): 369 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
2757,1080,2022-09-08,2023-07-20,411.98,60 días,Retrasado,30,10,0,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (315 días) vs esperada (60 días): 255 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
2758,1098,2022-02-16,2023-09-01,1303.89,60 días,Retrasado,30,10,0,Transferencia,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (562 días) vs esperada (60 días): 502 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
2759,1059,2022-09-19,2023-05-16,6367.54,90 días,Retrasado,30,5,0,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (239 días) vs esperada (90 días): 149 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
2760,1010,2022-08-17,2023-03-17,9000.34,90 días,Pagado,30,5,2,Efectivo,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (212 días) vs esperada (90 días): 122 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2761,1062,2022-01-29,2023-09-30,6275.06,90 días,Pendiente,30,5,2,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (609 días) vs esperada (90 días): 519 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 30 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-09-30),3,True
2762,1020,2022-08-21,2023-08-12,1426.85,60 días,Pagado,60,5,2,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (356 días) vs esperada (60 días): 296 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),3,True
2763,1051,2022-03-09,2023-01-08,1246.02,90 días,Pendiente,90,10,1,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (305 días) vs esperada (90 días): 215 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-08),2,True
2764,1054,2022-09-20,2023-05-29,23623.923475600168,90 días,Retrasado,90,10,0,Efectivo,Bob,False,,,True,FORMAT_ANOMALY,Monto con 12 decimales,True,TEMPORAL_ANOMALY,Diferencia real (251 días) vs esperada (90 días): 161 días de diferencia,False,,,False,,,True,ATYPICAL_AMOUNT,Monto atípico global: $23623.92 (Z-score: 5.88); Atípico para proveedor 1054 (Z-score: 4.91); Atípico para aprobador Bob (Z-score: 5.64),True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),5,True
2765,1025,2022-08-01,2023-08-19,1479.09,90 días,Pagado,60,10,2,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (383 días) vs esperada (90 días): 293 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2766,1067,2022-08-22,2023-07-16,5250.3,90 días,Retrasado,60,5,2,Efectivo,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (328 días) vs esperada (90 días): 238 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 5% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (5%),4,True
2767,1033,2022-10-16,2023-12-15,467.42,30 días,Pendiente,60,0,0,Cheque,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (425 días) vs esperada (30 días): 395 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '30 días' (esperado: 30 días) vs dias_credito otorgados: 60 días,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-12-15),3,True
2768,1051,2022-01-30,2023-06-12,898.63,60 días,Retrasado,90,10,1,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (498 días) vs esperada (60 días): 438 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Descuento de 10% aplicado a pago retrasado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Retrasado' pero tiene descuento pronto pago (10%),4,True
2769,1081,2022-10-14,2023-09-30,6756.25,60 días,Pagado,90,0,0,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (351 días) vs esperada (60 días): 291 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
2770,1098,2022-08-25,2023-12-17,6922.9,30 días,Pagado,30,0,1,Cheque,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (479 días) vs esperada (30 días): 449 días de diferencia,False,,,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),3,True
2771,1092,2022-12-11,2023-01-23,3480.55,90 días,Pendiente,90,0,0,Transferencia,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (43 días) vs esperada (90 días): 47 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-01-23),2,True
2772,1051,2022-06-07,2023-02-20,2234.54,90 días,Pendiente,90,5,2,Efectivo,David,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (258 días) vs esperada (90 días): 168 días de diferencia,False,,,False,,,False,,,False,,,True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pendiente' pero ya venció (2023-02-20),2,True
2773,1028,2022-01-12,2023-10-01,8155.73,90 días,Pagado,60,5,2,Efectivo,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (627 días) vs esperada (90 días): 537 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '90 días' (esperado: 90 días) vs dias_credito otorgados: 60 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2774,1037,2022-07-22,2023-11-24,2249.32,60 días,Pagado,90,10,2,Transferencia,Alice,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (490 días) vs esperada (60 días): 430 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 2% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (2%),4,True
2775,1041,2022-05-11,2023-07-02,5466.07,60 días,Pagado,30,10,1,Cheque,Bob,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (417 días) vs esperada (60 días): 357 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 30 días,False,,,False,,,True,DISCOUNT_PENALTY_ANOMALY,Penalización de 1% en pago marcado como pagado (ilógico),True,CROSS_CONSISTENCY_ANOMALY,Marcado como 'Pagado' pero tiene penalización por mora (1%),4,True
2776,1020,2022-01-02,2023-08-11,9685.27,60 días,Pagado,90,5,0,Transferencia,Charlie,False,,,False,,,True,TEMPORAL_ANOMALY,Diferencia real (586 días) vs esperada (60 días): 526 días de diferencia,True,PAYMENT_TERMS_INCONSISTENCY,Inconsistencia: condiciones '60 días' (esperado: 60 días) vs dias_credito otorgados: 90 días,False,,,False,,,False,,,False,,,2,True
