fecha,proveedor_id,categoria_gasto,monto,método_pago,tiempo_procesamiento,score_cumplimiento,indicadores_economicos,estacionalidad
2021-07-20,1080,Logística,4517.06,Transferencia,8,0.27,Decreciente,Baja
2021-07-10,1064,Logística,5506.37,Transferencia,2,0.59,Estable,Baja
2021-07-12,1066,Logística,4014.58,Efectivo,8,0.61,Decreciente,Baja
2021-07-04,1045,Materiales,4567.64,Efectivo,5,0.15,Estable,Baja
2021-07-19,1089,Tecnología,4428.1,Cheque,1,0.79,Decreciente,Baja
2021-07-17,1094,Servicios,4718.18,Transferencia,7,0.79,Decreciente,Baja
2021-07-07,1071,Logística,4641.65,Efectivo,6,0.24,Estable,Baja
2021-07-05,1042,Materiales,4757.34,Efectivo,5,0.29,Decreciente,Baja
2021-07-22,1058,Tecnología,4041.59,Efectivo,1,0.94,Decreciente,Baja
2021-07-16,1045,Servicios,4746.49,Cheque,1,0.83,Estable,Baja
2021-07-08,1071,Tecnología,4235.18,Transferencia,6,0.7,Creciente,Baja
2021-07-28,1034,Materiales,4125.48,Efectivo,7,0.08,Estable,Baja
2021-07-04,1038,Materiales,3899.78,Transferencia,1,0.42,Decreciente,Baja
2021-07-12,1091,Materiales,5217.73,Cheque,9,0.56,Creciente,Baja
2021-07-28,1050,Logística,4584.63,Transferencia,4,0.19,Creciente,Baja
2021-07-18,1003,Materiales,4960.86,Efectivo,5,0.45,Creciente,Baja
2021-07-12,1079,Servicios,5151.52,Transferencia,2,0.6,Estable,Baja
2021-07-04,1076,Logística,5060.34,Transferencia,8,0.33,Creciente,Baja
2021-07-25,1083,Tecnología,4665.95,Cheque,2,0.78,Creciente,Baja
2021-07-09,1050,Servicios,4509.95,Cheque,3,0.84,Creciente,Baja
2021-07-19,1004,Logística,4487.4,Transferencia,9,0.32,Decreciente,Baja
2021-07-08,1054,Materiales,4986.17,Transferencia,2,0.84,Estable,Baja
2021-07-26,1019,Tecnología,4711.84,Transferencia,6,0.1,Estable,Baja
2021-07-14,1023,Materiales,5381.06,Cheque,4,0.84,Decreciente,Baja
2021-07-28,1035,Servicios,5429.36,Cheque,7,0.15,Creciente,Baja
2021-07-18,1033,Servicios,4099.47,Transferencia,6,0.08,Decreciente,Baja
2021-07-25,1053,Logística,4034.63,Cheque,9,0.64,Decreciente,Baja
2021-07-27,1033,Servicios,4967.95,Efectivo,9,0.47,Creciente,Baja
2021-07-20,1082,Tecnología,4346.25,Cheque,4,0.91,Creciente,Baja
2021-07-20,1016,Logística,3812.41,Cheque,1,0.36,Estable,Baja
2021-07-22,1004,Tecnología,5455.68,Cheque,2,0.29,Creciente,Baja
2021-07-21,1088,Materiales,4205.87,Efectivo,8,0.5,Decreciente,Baja
2021-07-18,1017,Tecnología,5532.44,Efectivo,8,0.46,Decreciente,Baja
2021-07-01,1054,Tecnología,5132.33,Efectivo,2,0.34,Creciente,Baja
2021-07-20,1052,Servicios,5217.73,Transferencia,4,0.69,Estable,Baja
2021-07-22,1049,Materiales,4157.83,Transferencia,1,0.76,Decreciente,Baja
2021-07-27,1071,Servicios,4219.65,Efectivo,7,0.85,Creciente,Baja
2021-07-23,1090,Materiales,4761.84,Transferencia,4,0.97,Estable,Baja
2021-07-09,1078,Materiales,4102.37,Transferencia,8,0.27,Estable,Baja
2021-07-01,1044,Tecnología,4354.19,Transferencia,9,0.72,Decreciente,Baja
2021-07-06,1012,Servicios,4384.47,Efectivo,9,0.39,Decreciente,Baja
2021-07-09,1015,Tecnología,4078.82,Cheque,3,0.68,Estable,Baja
2021-07-23,1085,Tecnología,4164.86,Efectivo,5,0.48,Estable,Baja
2021-08-11,1079,Materiales,3100.66,Cheque,9,0.75,Creciente,Baja
2021-08-12,1062,Logística,2302.63,Transferencia,6,0.53,Creciente,Baja
2021-08-01,1055,Servicios,2343.91,Efectivo,9,0.37,Creciente,Baja
2021-08-06,1054,Logística,2543.32,Efectivo,4,0.07,Creciente,Baja
2021-08-28,1024,Logística,2471.15,Cheque,5,0.62,Decreciente,Baja
2021-08-05,1025,Servicios,2820.7,Cheque,6,0.59,Creciente,Baja
2021-08-19,1048,Servicios,3131.39,Cheque,9,0.28,Creciente,Baja
2021-08-22,1062,Servicios,3195.59,Transferencia,5,0.91,Decreciente,Baja
2021-08-13,1044,Tecnología,2862.59,Cheque,8,0.3,Estable,Baja
2021-08-03,1072,Servicios,3061.68,Transferencia,1,0.45,Creciente,Baja
2021-08-05,1078,Servicios,2724.08,Cheque,5,0.54,Decreciente,Baja
2021-08-24,1038,Logística,2382.25,Cheque,1,0.1,Decreciente,Baja
2021-08-21,1096,Logística,2723.52,Efectivo,6,0.93,Estable,Baja
2021-08-01,1064,Materiales,2756.31,Cheque,7,0.37,Creciente,Baja
2021-08-03,1068,Logística,2958.44,Transferencia,5,0.08,Creciente,Baja
2021-08-24,1055,Servicios,2394.71,Efectivo,1,0.39,Creciente,Baja
2021-08-17,1008,Tecnología,2554.83,Transferencia,6,0.6,Decreciente,Baja
2021-08-07,1069,Logística,2550.21,Efectivo,5,0.51,Creciente,Baja
2021-08-13,1027,Logística,3192.51,Transferencia,6,0.69,Creciente,Baja
2021-08-14,1044,Servicios,2636.42,Efectivo,7,0.06,Creciente,Baja
2021-08-15,1025,Logística,2972.07,Transferencia,7,0.28,Creciente,Baja
2021-08-11,1027,Logística,2967.45,Transferencia,2,0.82,Estable,Baja
2021-08-06,1039,Servicios,2443.97,Cheque,3,0.08,Estable,Baja
2021-08-12,1014,Logística,2774.42,Efectivo,6,0.86,Estable,Baja
2021-08-10,1005,Tecnología,3122.25,Efectivo,3,0.09,Creciente,Baja
2021-08-24,1026,Materiales,2670.13,Cheque,2,0.83,Creciente,Baja
2021-08-11,1037,Logística,3177.06,Transferencia,4,0.36,Decreciente,Baja
2021-08-25,1067,Tecnología,2388.86,Transferencia,5,0.61,Decreciente,Baja
2021-08-19,1074,Logística,2237.51,Efectivo,9,0.15,Decreciente,Baja
2021-08-20,1084,Materiales,3119.17,Transferencia,3,0.07,Creciente,Baja
2021-08-03,1063,Servicios,3071.95,Efectivo,3,0.22,Estable,Baja
2021-08-02,1029,Materiales,3228.27,Efectivo,6,0.13,Estable,Baja
2021-08-05,1081,Logística,2890.41,Transferencia,5,0.31,Estable,Baja
2021-08-06,1098,Materiales,3167.97,Transferencia,6,0.51,Creciente,Baja
2021-08-25,1002,Materiales,3049.59,Transferencia,7,0.59,Estable,Baja
2021-08-20,1061,Servicios,3068.44,Cheque,3,0.79,Decreciente,Baja
2021-08-02,1011,Logística,2771.48,Efectivo,5,0.66,Decreciente,Baja
2021-08-22,1090,Materiales,2569.99,Transferencia,8,0.61,Estable,Baja
2021-08-03,1029,Materiales,3165.67,Cheque,4,0.41,Decreciente,Baja
2021-08-09,1084,Servicios,2623.66,Transferencia,2,0.47,Estable,Baja
2021-08-15,1037,Tecnología,2738.77,Efectivo,4,0.41,Estable,Baja
2021-08-22,1084,Logística,2638.76,Cheque,2,0.84,Decreciente,Baja
2021-08-14,1059,Tecnología,2766.81,Efectivo,3,0.23,Decreciente,Baja
2021-08-16,1037,Tecnología,2665.07,Transferencia,4,0.01,Decreciente,Baja
2021-08-20,1014,Servicios,2209.26,Transferencia,4,0.65,Decreciente,Baja
2021-08-15,1017,Servicios,3109.03,Transferencia,9,0.2,Estable,Baja
2021-08-14,1051,Logística,2636.9,Cheque,6,0.89,Decreciente,Baja
2021-08-09,1028,Tecnología,2792.84,Cheque,9,0.86,Decreciente,Baja
2021-08-07,1059,Materiales,2307.66,Cheque,4,0.08,Creciente,Baja
2021-08-25,1020,Tecnología,2161.17,Cheque,9,0.11,Decreciente,Baja
2021-08-17,1016,Servicios,2422.12,Transferencia,9,0.5,Decreciente,Baja
2021-08-04,1017,Materiales,2917.59,Transferencia,6,0.61,Estable,Baja
2021-08-12,1056,Materiales,2264.52,Transferencia,5,0.27,Estable,Baja
2021-08-14,1036,Servicios,3137.98,Cheque,3,0.72,Creciente,Baja
2021-08-04,1059,Materiales,2389.47,Cheque,5,0.59,Decreciente,Baja
2021-08-10,1037,Tecnología,2378.22,Transferencia,3,0.32,Decreciente,Baja
2021-08-22,1011,Servicios,2353.31,Transferencia,5,0.03,Decreciente,Baja
2021-08-22,1074,Logística,2172.59,Cheque,5,0.75,Decreciente,Baja
2021-08-19,1083,Servicios,2990.1,Efectivo,2,0.21,Decreciente,Baja
2021-08-16,1072,Logística,3101.46,Transferencia,9,0.83,Decreciente,Baja
2021-08-17,1000,Logística,2820.04,Transferencia,7,0.42,Creciente,Baja
2021-08-22,1057,Servicios,2360.53,Transferencia,6,0.58,Decreciente,Baja
2021-08-10,1002,Servicios,2465.26,Cheque,5,0.87,Decreciente,Baja
2021-08-02,1062,Logística,2670.92,Transferencia,4,0.86,Decreciente,Baja
2021-08-08,1020,Logística,3187.02,Transferencia,8,0.37,Creciente,Baja
2021-08-13,1022,Materiales,2424.34,Transferencia,2,0.21,Decreciente,Baja
2021-08-20,1008,Servicios,2946.78,Transferencia,8,0.78,Creciente,Baja
2021-08-02,1082,Servicios,2631.57,Transferencia,1,0.43,Estable,Baja
2021-08-01,1054,Materiales,2478.82,Efectivo,1,0.19,Decreciente,Baja
2021-08-07,1018,Servicios,2649.33,Efectivo,3,0.9,Creciente,Baja
2021-08-10,1061,Materiales,2234.33,Transferencia,5,0.2,Estable,Baja
2021-08-07,1086,Materiales,3019.1,Transferencia,6,0.03,Creciente,Baja
2021-08-25,1090,Servicios,2419.98,Transferencia,4,0.02,Creciente,Baja
2021-08-05,1090,Tecnología,2940.05,Transferencia,7,0.62,Estable,Baja
2021-08-25,1038,Logística,2231.24,Cheque,7,0.66,Decreciente,Baja
2021-08-09,1099,Servicios,3187.83,Cheque,2,0.31,Decreciente,Baja
2021-08-10,1075,Tecnología,2365.73,Cheque,2,0.32,Creciente,Baja
2021-08-11,1026,Materiales,3109.78,Efectivo,2,0.34,Estable,Baja
2021-08-04,1045,Tecnología,3030.74,Transferencia,2,0.68,Decreciente,Baja
2021-08-01,1033,Servicios,3201.6,Cheque,9,0.06,Creciente,Baja
2021-08-16,1032,Servicios,2673.04,Transferencia,5,0.93,Estable,Baja
2021-08-24,1091,Tecnología,2942.2,Transferencia,8,0.22,Creciente,Baja
2021-08-14,1094,Servicios,2557.42,Efectivo,5,1.0,Estable,Baja
2021-08-06,1095,Logística,2356.4,Efectivo,5,0.17,Decreciente,Baja
2021-08-05,1049,Tecnología,2635.48,Cheque,1,0.77,Decreciente,Baja
2021-08-13,1019,Materiales,2336.31,Cheque,6,0.22,Creciente,Baja
2021-08-18,1039,Tecnología,3216.9,Efectivo,4,0.08,Decreciente,Baja
2021-08-23,1098,Tecnología,2261.34,Efectivo,3,0.87,Decreciente,Baja
2021-08-08,1094,Tecnología,2793.13,Transferencia,6,0.86,Estable,Baja
2021-08-17,1057,Tecnología,2833.31,Transferencia,2,0.4,Decreciente,Baja
2021-08-18,1030,Materiales,2737.97,Cheque,8,0.7,Estable,Baja
2021-08-27,1037,Materiales,2871.85,Cheque,1,0.56,Estable,Baja
2021-08-22,1085,Materiales,2282.84,Efectivo,9,0.85,Creciente,Baja
2021-08-26,1044,Tecnología,2756.24,Cheque,8,0.32,Estable,Baja
2021-08-12,1040,Logística,2467.34,Transferencia,1,0.52,Decreciente,Baja
2021-08-03,1008,Logística,3171.73,Efectivo,9,0.49,Estable,Baja
2021-08-13,1008,Materiales,2979.6,Transferencia,2,0.35,Estable,Baja
2021-08-28,1062,Logística,3206.62,Efectivo,3,0.89,Creciente,Baja
2021-08-24,1078,Logística,2198.03,Efectivo,2,0.17,Decreciente,Baja
2021-09-14,1038,Materiales,810.11,Efectivo,1,0.31,Creciente,Baja
2021-09-01,1082,Materiales,1092.82,Transferencia,9,0.44,Estable,Baja
2021-09-15,1025,Tecnología,1138.21,Transferencia,9,0.11,Decreciente,Baja
2021-09-03,1043,Servicios,963.04,Efectivo,8,0.84,Estable,Baja
2021-09-28,1011,Logística,982.63,Cheque,5,0.03,Creciente,Baja
2021-09-11,1021,Materiales,1144.53,Transferencia,3,0.83,Creciente,Baja
2021-09-19,1076,Logística,1114.17,Cheque,8,0.14,Creciente,Baja
2021-09-14,1091,Tecnología,918.48,Cheque,1,0.89,Creciente,Baja
2021-09-19,1013,Servicios,932.87,Efectivo,3,0.73,Creciente,Baja
2021-09-13,1085,Tecnología,1075.33,Transferencia,7,0.16,Estable,Baja
2021-09-23,1029,Logística,1028.89,Efectivo,4,0.57,Estable,Baja
2021-09-21,1043,Tecnología,867.94,Transferencia,7,0.31,Estable,Baja
2021-09-14,1083,Logística,927.23,Efectivo,5,0.18,Estable,Baja
2021-09-10,1090,Materiales,1164.08,Transferencia,6,0.86,Decreciente,Baja
2021-09-04,1037,Materiales,1079.06,Transferencia,7,0.4,Decreciente,Baja
2021-09-13,1058,Tecnología,1198.6,Transferencia,7,0.4,Estable,Baja
2021-09-01,1041,Materiales,1110.71,Cheque,7,0.17,Decreciente,Baja
2021-09-11,1051,Logística,1180.94,Cheque,7,0.38,Decreciente,Baja
2021-09-06,1062,Materiales,889.6,Efectivo,7,0.87,Creciente,Baja
2021-09-26,1060,Servicios,1112.5,Efectivo,3,0.36,Estable,Baja
2021-09-20,1033,Servicios,810.93,Transferencia,3,0.95,Decreciente,Baja
2021-09-15,1038,Tecnología,1072.07,Transferencia,7,0.95,Decreciente,Baja
2021-09-27,1040,Tecnología,991.19,Cheque,2,0.14,Estable,Baja
2021-09-23,1036,Tecnología,942.01,Cheque,2,0.18,Creciente,Baja
2021-09-12,1064,Tecnología,1149.0,Cheque,3,0.86,Estable,Baja
2021-09-03,1078,Logística,1145.73,Efectivo,4,0.39,Creciente,Baja
2021-09-14,1031,Logística,811.77,Cheque,6,0.0,Decreciente,Baja
2021-09-28,1007,Servicios,1047.48,Efectivo,8,0.27,Creciente,Baja
2021-09-04,1096,Logística,950.47,Cheque,7,0.6,Creciente,Baja
2021-09-08,1017,Materiales,969.67,Cheque,4,0.8,Estable,Baja
2021-09-14,1044,Servicios,1136.81,Transferencia,2,0.13,Decreciente,Baja
2021-09-19,1092,Tecnología,927.19,Efectivo,2,0.11,Estable,Baja
2021-09-13,1095,Tecnología,1181.37,Cheque,4,0.92,Estable,Baja
2021-09-17,1032,Logística,874.93,Transferencia,6,0.75,Decreciente,Baja
2021-09-03,1004,Servicios,1068.84,Efectivo,3,0.59,Estable,Baja
2021-09-13,1081,Logística,1072.61,Efectivo,6,0.77,Estable,Baja
2021-09-28,1073,Logística,904.05,Cheque,5,0.43,Creciente,Baja
2021-09-10,1035,Logística,933.18,Efectivo,5,0.76,Estable,Baja
2021-09-24,1096,Servicios,1137.91,Transferencia,2,0.37,Decreciente,Baja
2021-09-11,1022,Tecnología,1108.61,Transferencia,8,0.24,Estable,Baja
2021-09-08,1039,Materiales,934.92,Efectivo,5,0.73,Creciente,Baja
2021-09-11,1004,Tecnología,1017.15,Transferencia,2,0.42,Estable,Baja
2021-09-25,1033,Servicios,827.58,Efectivo,7,0.98,Estable,Baja
2021-09-06,1023,Tecnología,886.61,Transferencia,9,0.35,Estable,Baja
2021-09-03,1016,Tecnología,997.83,Efectivo,9,0.92,Creciente,Baja
2021-09-17,1094,Materiales,837.33,Efectivo,1,0.93,Decreciente,Baja
2021-09-21,1070,Tecnología,1141.34,Efectivo,7,0.24,Decreciente,Baja
2021-09-04,1080,Tecnología,1091.03,Transferencia,9,0.8,Creciente,Baja
2021-09-17,1091,Tecnología,1181.6,Efectivo,6,0.43,Creciente,Baja
2021-09-17,1021,Logística,1081.18,Efectivo,1,0.92,Estable,Baja
2021-09-07,1014,Servicios,1180.3,Cheque,2,0.45,Decreciente,Baja
2021-09-25,1014,Servicios,1025.41,Cheque,4,0.74,Creciente,Baja
2021-09-12,1024,Materiales,1043.75,Efectivo,4,0.47,Decreciente,Baja
2021-09-12,1052,Logística,1194.98,Cheque,2,0.23,Estable,Baja
2021-09-24,1020,Logística,1060.58,Efectivo,8,0.2,Creciente,Baja
2021-09-27,1065,Tecnología,815.18,Cheque,2,0.43,Decreciente,Baja
2021-09-21,1090,Servicios,1093.36,Transferencia,3,0.76,Decreciente,Baja
2021-09-27,1031,Materiales,1166.28,Transferencia,4,0.61,Estable,Baja
2021-09-05,1020,Logística,1122.17,Efectivo,9,0.69,Creciente,Baja
2021-09-08,1067,Tecnología,1037.18,Efectivo,1,0.28,Decreciente,Baja
2021-09-04,1043,Materiales,1072.29,Transferencia,8,0.48,Estable,Baja
2021-09-05,1082,Logística,1200.29,Transferencia,5,0.04,Decreciente,Baja
2021-09-09,1065,Materiales,839.21,Cheque,7,0.82,Estable,Baja
2021-09-07,1089,Logística,1070.66,Efectivo,8,0.99,Decreciente,Baja
2021-09-06,1097,Materiales,916.58,Transferencia,5,0.41,Decreciente,Baja
2021-09-20,1013,Logística,1059.76,Transferencia,8,0.01,Estable,Baja
2021-09-05,1014,Logística,1046.72,Efectivo,8,0.17,Creciente,Baja
2021-09-25,1019,Materiales,864.42,Cheque,9,0.65,Estable,Baja
2021-09-25,1033,Logística,885.81,Cheque,2,0.61,Creciente,Baja
2021-09-21,1035,Logística,1052.35,Cheque,3,0.79,Decreciente,Baja
2021-09-03,1082,Logística,854.29,Cheque,1,0.25,Decreciente,Baja
2021-09-06,1008,Materiales,909.27,Transferencia,4,0.76,Estable,Baja
2021-09-25,1070,Materiales,1138.09,Efectivo,5,0.69,Estable,Baja
2021-09-21,1029,Logística,934.12,Efectivo,1,0.32,Creciente,Baja
2021-09-16,1076,Logística,998.73,Transferencia,8,0.55,Creciente,Baja
2021-09-15,1090,Materiales,1180.6,Transferencia,2,0.15,Creciente,Baja
2021-09-25,1062,Tecnología,894.0,Transferencia,1,0.45,Estable,Baja
2021-09-19,1034,Logística,959.22,Efectivo,2,0.88,Decreciente,Baja
2021-09-25,1012,Tecnología,1046.26,Efectivo,5,0.42,Estable,Baja
2021-09-19,1078,Materiales,1106.02,Efectivo,9,0.84,Decreciente,Baja
2021-09-15,1045,Logística,1164.75,Cheque,9,0.59,Estable,Baja
2021-09-22,1055,Tecnología,1170.3,Transferencia,2,0.19,Estable,Baja
2021-10-21,1086,Materiales,3594.12,Transferencia,4,0.66,Decreciente,Baja
2021-10-21,1076,Logística,3418.29,Transferencia,1,0.53,Decreciente,Baja
2021-10-20,1054,Servicios,2896.72,Cheque,1,0.1,Estable,Baja
2021-10-11,1009,Materiales,3397.64,Cheque,8,0.4,Creciente,Baja
2021-10-28,1079,Logística,2864.91,Transferencia,7,0.96,Creciente,Baja
2021-10-21,1005,Materiales,2640.32,Efectivo,8,1.0,Creciente,Baja
2021-10-11,1047,Tecnología,2477.41,Cheque,4,0.73,Creciente,Baja
2021-10-05,1074,Logística,2906.67,Cheque,6,0.23,Decreciente,Baja
2021-10-15,1066,Servicios,3537.59,Transferencia,3,0.1,Creciente,Baja
2021-10-03,1091,Servicios,2727.9,Efectivo,8,0.41,Decreciente,Baja
2021-10-16,1040,Materiales,2688.34,Transferencia,4,0.86,Estable,Baja
2021-10-15,1078,Tecnología,3618.32,Transferencia,3,0.72,Estable,Baja
2021-10-21,1059,Logística,2467.19,Efectivo,4,0.88,Decreciente,Baja
2021-10-10,1076,Tecnología,3394.1,Efectivo,6,0.62,Creciente,Baja
2021-10-26,1041,Tecnología,2828.27,Efectivo,7,0.13,Decreciente,Baja
2021-10-09,1080,Materiales,2482.4,Cheque,7,0.11,Creciente,Baja
2021-10-19,1070,Materiales,3554.95,Transferencia,4,0.05,Creciente,Baja
2021-10-02,1027,Logística,2606.86,Cheque,8,0.57,Decreciente,Baja
2021-10-12,1012,Servicios,3109.0,Efectivo,7,0.24,Decreciente,Baja
2021-10-17,1080,Logística,2770.63,Cheque,2,0.73,Creciente,Baja
2021-10-03,1014,Tecnología,2516.16,Efectivo,8,0.69,Decreciente,Baja
2021-10-10,1035,Materiales,2497.55,Efectivo,9,0.32,Creciente,Baja
2021-10-15,1091,Tecnología,2577.52,Transferencia,5,0.18,Decreciente,Baja
2021-10-15,1014,Materiales,2523.68,Transferencia,4,0.1,Estable,Baja
2021-10-02,1074,Servicios,3363.37,Transferencia,4,0.74,Creciente,Baja
2021-10-02,1055,Tecnología,3028.32,Cheque,4,0.45,Estable,Baja
2021-10-12,1094,Materiales,2854.5,Transferencia,6,0.32,Decreciente,Baja
2021-10-27,1003,Logística,2946.45,Efectivo,4,0.86,Estable,Baja
2021-10-10,1098,Logística,3568.52,Transferencia,7,0.59,Decreciente,Baja
2021-10-03,1097,Logística,3546.36,Cheque,7,0.52,Creciente,Baja
2021-10-21,1051,Tecnología,3308.68,Transferencia,5,0.74,Decreciente,Baja
2021-10-28,1090,Materiales,3514.59,Transferencia,5,0.82,Decreciente,Baja
2021-10-28,1009,Materiales,2826.18,Transferencia,8,0.69,Creciente,Baja
2021-10-03,1093,Materiales,2901.06,Cheque,7,0.44,Decreciente,Baja
2021-10-20,1044,Tecnología,3184.45,Efectivo,7,0.38,Creciente,Baja
2021-10-20,1083,Materiales,3196.53,Efectivo,6,0.77,Decreciente,Baja
2021-10-17,1028,Servicios,3023.61,Efectivo,7,0.52,Creciente,Baja
2021-10-13,1052,Tecnología,2924.88,Transferencia,7,0.7,Estable,Baja
2021-10-15,1028,Servicios,3638.26,Transferencia,2,0.89,Decreciente,Baja
2021-10-19,1022,Servicios,3437.16,Cheque,2,0.92,Decreciente,Baja
2021-10-18,1056,Logística,2966.69,Efectivo,7,0.28,Decreciente,Baja
2021-10-26,1049,Tecnología,3322.84,Transferencia,7,0.19,Creciente,Baja
2021-10-24,1020,Materiales,2765.15,Transferencia,7,0.26,Decreciente,Baja
2021-10-02,1042,Servicios,2558.77,Transferencia,5,0.75,Creciente,Baja
2021-10-15,1009,Tecnología,2866.12,Cheque,1,0.37,Decreciente,Baja
2021-10-26,1075,Materiales,2927.7,Efectivo,2,0.17,Estable,Baja
2021-10-19,1029,Logística,2456.88,Cheque,9,0.1,Decreciente,Baja
2021-10-21,1050,Tecnología,3429.44,Efectivo,8,0.33,Estable,Baja
2021-10-07,1032,Tecnología,2874.36,Efectivo,8,0.14,Creciente,Baja
2021-10-11,1017,Tecnología,3143.89,Transferencia,1,0.16,Estable,Baja
2021-10-20,1077,Materiales,2526.84,Transferencia,6,0.68,Decreciente,Baja
2021-10-16,1021,Servicios,2649.94,Transferencia,9,0.02,Decreciente,Baja
2021-10-17,1063,Servicios,3520.7,Transferencia,8,0.12,Creciente,Baja
2021-10-05,1020,Tecnología,3178.33,Transferencia,3,0.84,Decreciente,Baja
2021-10-02,1000,Tecnología,3594.52,Efectivo,4,0.84,Decreciente,Baja
2021-10-15,1014,Materiales,3653.57,Transferencia,3,0.33,Creciente,Baja
2021-10-04,1035,Logística,2889.79,Transferencia,6,0.09,Creciente,Baja
2021-10-26,1046,Tecnología,2800.78,Cheque,9,0.7,Estable,Baja
2021-10-27,1053,Tecnología,3482.52,Cheque,8,0.36,Creciente,Baja
2021-10-11,1085,Logística,3653.4,Efectivo,4,0.05,Decreciente,Baja
2021-10-23,1031,Tecnología,3203.86,Efectivo,2,0.16,Creciente,Baja
2021-10-03,1057,Servicios,3405.5,Cheque,8,0.14,Decreciente,Baja
2021-10-17,1045,Tecnología,3389.18,Cheque,8,0.59,Estable,Baja
2021-10-21,1053,Servicios,2869.66,Transferencia,6,0.9,Creciente,Baja
2021-10-06,1032,Materiales,3136.4,Transferencia,8,0.79,Decreciente,Baja
2021-10-02,1038,Materiales,3451.69,Efectivo,9,0.55,Creciente,Baja
2021-10-08,1022,Servicios,3275.1,Cheque,1,0.42,Creciente,Baja
2021-10-23,1042,Servicios,2462.51,Efectivo,9,0.62,Creciente,Baja
2021-10-15,1054,Logística,2846.96,Transferencia,2,0.44,Creciente,Baja
2021-10-15,1001,Servicios,2612.75,Efectivo,1,0.25,Estable,Baja
2021-10-17,1065,Servicios,2720.57,Efectivo,8,0.68,Decreciente,Baja
2021-10-17,1037,Tecnología,3539.94,Efectivo,8,0.87,Creciente,Baja
2021-10-20,1028,Logística,2481.68,Transferencia,4,0.37,Decreciente,Baja
2021-10-06,1066,Servicios,2704.53,Efectivo,8,0.84,Estable,Baja
2021-10-12,1070,Servicios,2813.9,Transferencia,7,0.43,Decreciente,Baja
2021-10-12,1035,Servicios,3188.32,Cheque,2,0.4,Decreciente,Baja
2021-10-10,1028,Tecnología,3087.46,Efectivo,5,0.03,Estable,Baja
2021-10-13,1036,Tecnología,2702.66,Efectivo,4,0.7,Creciente,Baja
2021-10-14,1099,Tecnología,2636.83,Transferencia,3,0.81,Decreciente,Baja
2021-10-25,1086,Materiales,2725.23,Efectivo,1,0.66,Decreciente,Baja
2021-10-11,1044,Tecnología,3048.99,Transferencia,5,0.15,Creciente,Baja
2021-10-22,1015,Servicios,2767.12,Efectivo,8,0.1,Creciente,Baja
2021-10-20,1030,Tecnología,3591.25,Cheque,9,0.57,Decreciente,Baja
2021-10-02,1033,Tecnología,3001.89,Cheque,7,0.4,Estable,Baja
2021-10-26,1049,Logística,2508.36,Cheque,1,0.43,Creciente,Baja
2021-10-21,1064,Servicios,3325.24,Efectivo,1,0.97,Creciente,Baja
2021-10-21,1081,Tecnología,2837.38,Efectivo,1,0.72,Estable,Baja
2021-10-11,1061,Materiales,3232.92,Cheque,2,0.41,Decreciente,Baja
2021-10-03,1042,Logística,2777.38,Cheque,1,0.02,Creciente,Baja
2021-10-11,1055,Tecnología,3132.1,Transferencia,4,0.03,Decreciente,Baja
2021-10-04,1014,Logística,3377.49,Transferencia,9,0.68,Decreciente,Baja
2021-10-18,1047,Logística,3567.38,Cheque,4,0.84,Decreciente,Baja
2021-10-22,1048,Materiales,2754.88,Cheque,4,0.71,Estable,Baja
2021-10-13,1080,Materiales,2844.71,Efectivo,7,0.41,Decreciente,Baja
2021-10-10,1043,Materiales,3002.37,Cheque,9,0.03,Decreciente,Baja
2021-10-09,1009,Servicios,3566.36,Transferencia,7,0.97,Creciente,Baja
2021-10-24,1019,Logística,3534.95,Transferencia,1,0.99,Creciente,Baja
2021-10-28,1069,Tecnología,2546.23,Transferencia,1,0.55,Estable,Baja
2021-10-22,1007,Materiales,2597.47,Transferencia,4,0.07,Estable,Baja
2021-10-20,1044,Materiales,3040.44,Transferencia,4,0.54,Creciente,Baja
2021-10-28,1033,Logística,2566.63,Transferencia,1,0.89,Creciente,Baja
2021-10-05,1095,Logística,2857.77,Cheque,6,0.68,Estable,Baja
2021-10-11,1050,Logística,2617.52,Transferencia,2,0.72,Decreciente,Baja
2021-10-03,1003,Tecnología,3211.66,Transferencia,5,0.08,Estable,Baja
2021-10-19,1038,Servicios,3593.56,Transferencia,8,0.11,Decreciente,Baja
2021-10-22,1083,Servicios,3651.11,Transferencia,3,0.13,Creciente,Baja
2021-10-05,1023,Materiales,2893.91,Cheque,9,0.9,Creciente,Baja
2021-10-12,1087,Servicios,3166.54,Efectivo,7,0.53,Creciente,Baja
2021-10-10,1054,Tecnología,3479.97,Efectivo,9,0.79,Decreciente,Baja
2021-10-21,1025,Servicios,2579.84,Efectivo,1,0.12,Estable,Baja
2021-10-23,1024,Tecnología,3276.87,Efectivo,5,0.93,Decreciente,Baja
2021-10-22,1035,Materiales,2934.85,Transferencia,3,0.82,Estable,Baja
2021-10-13,1070,Logística,2687.89,Efectivo,4,0.22,Estable,Baja
2021-10-05,1073,Tecnología,2927.43,Efectivo,4,0.87,Estable,Baja
2021-10-20,1057,Logística,2529.28,Cheque,7,0.26,Creciente,Baja
2021-10-23,1011,Materiales,3283.99,Cheque,8,0.21,Estable,Baja
2021-11-10,1005,Servicios,3601.15,Cheque,7,0.83,Decreciente,Baja
2021-11-18,1050,Servicios,3729.65,Cheque,2,0.36,Decreciente,Baja
