ID_transaccion,proveedor_id,fecha_factura,fecha_vencimiento,monto,condiciones_pago,estado_pago,dias_credito,descuento_pronto_pago,penalizacion_mora,metodo_pago,aprobador
2923,1001,2022-02-17,2023-07-04,14791.04417243483,30 días,Retrasado,60,5,0,Efectivo,Charlie
2924,1028,2022-10-02,2023-06-21,2100.6,60 días,Pendiente,-30,5,0,Efectivo,Bob
2925,1084,2022-04-08,2023-12-17,1189.73,30 días,Pendiente,60,5,1,Cheque,Bob
2926,1078,2022-01-27,2023-06-06,3895.54,90 días,Retrasado,30,0,0,Cheque,Bob
2927,1051,2022-05-18,2023-07-26,8387.9,30 días,Retrasado,90,10,1,Transferencia,John Doe
2928,1026,2022-07-13,2023-01-30,8666.42,30 días,Pagado,30,10,2,Efectivo,Bob
2929,1049,2022-12-11,2023-11-21,6068.18,30 días,Pagado,30,5,1,Cheque,Bob
2930,1094,2022-11-06,2023-11-29,7302.61,90 días,Retrasado,60,10,1,Cheque,Bob
2931,1078,2022-11-05,2023-02-17,1240.04,90 días,Pendiente,30,10,0,Efectivo,Alice
2932,1022,2022-01-21,2023-07-08,5922.45,90 días,Pagado,30,10,2,Transferencia,Bob
2933,1087,2022-02-07,2023-10-02,6702.96,90 días,Retrasado,60,5,2,Transferencia,Charlie
2934,1043,2022-04-07,2023-06-25,2087.06,60 días,Retrasado,30,10,1,Transferencia,Alice
2935,1076,2022-10-28,2023-02-12,8813.53,90 días,Pendiente,60,10,2,Efectivo,Charlie
2936,1021,2022-12-10,2023-08-25,2030.47,90 días,Retrasado,90,10,2,Cheque,David
2937,1042,2022-10-14,2023-05-30,3203.43,90 días,Pagado,30,0,1,Cheque,Alice
2938,1036,2022-04-22,2023-11-29,6243.51,90 días,Pendiente,90,0,1,Cheque,Bob
2939,1060,2022-09-03,2023-04-15,6419.67,60 días,Retrasado,30,10,2,Cheque,Alice
2940,1096,2022-04-17,2023-04-02,7023.91,30 días,Retrasado,30,10,1,Efectivo,Charlie
2941,1055,2022-06-20,2023-10-12,1208.92,30 días,Pendiente,90,10,0,Transferencia,Alice
2942,1002,2022-06-05,2023-01-22,8509.7,90 días,Pendiente,90,10,2,Transferencia,David
2943,1062,2022-01-08,2023-07-17,5375.19,90 días,Pendiente,60,10,1,Transferencia,Bob
2944,1018,2022-04-19,2023-12-06,4766.09,90 días,Pagado,60,10,2,Transferencia,Bob
2945,1022,2022-04-08,2023-04-09,9812.87,30 días,Pagado,90,0,2,Cheque,David
2946,1028,2022-03-02,2023-06-04,7429.75,30 días,Retrasado,30,5,0,Cheque,Charlie
2947,1029,2022-09-03,2023-12-24,1268.26,90 días,Retrasado,60,10,0,Efectivo,Alice
2948,1038,2022-05-05,2023-07-20,7589.74,30 días,Pendiente,-30,10,2,Transferencia,Charlie
2949,1024,2022-12-23,2023-02-25,1042.96,60 días,Retrasado,60,10,0,Cheque,Charlie
2950,1007,2022-11-06,2023-11-20,906.0735764318767,90 días,Retrasado,60,5,1,Cheque,Charlie
2951,1057,2022-12-27,2023-12-20,4095.9,90 días,Pendiente,60,10,2,Cheque,Bob
2952,1015,2022-04-15,2023-07-04,9936.42,60 días,Pagado,90,10,0,Transferencia,Alice
2953,1071,2022-07-23,2023-09-08,1831.35,60 días,Pagado,30,5,2,Cheque,Bob
2954,1000,2022-05-03,2023-02-14,6759.18,30 días,Pagado,90,10,2,Transferencia,Bob
2955,1004,2022-10-10,2023-11-21,1816.62,60 días,Retrasado,60,5,1,Transferencia,Bob
2956,1002,2022-06-14,2023-08-14,7275.39,90 días,Pendiente,90,5,1,Efectivo,Alice
2957,1064,2022-05-25,2023-04-09,5103.0,30 días,Pagado,90,10,1,Efectivo,David
2958,1003,2022-07-14,2023-03-14,6831.72,60 días,Retrasado,90,0,0,Transferencia,Bob
2959,1098,2022-08-27,2023-01-20,2108.44,30 días,Pendiente,30,0,0,Transferencia,Bob
2960,1095,2022-10-01,2023-04-10,7481.72,30 días,Pagado,90,10,0,Transferencia,Bob
2961,1063,2022-11-29,2023-01-14,9956.63,30 días,Pagado,90,5,1,Cheque,Alice
2962,1097,2022-07-03,2023-11-01,6689.94,30 días,Pendiente,90,5,2,Cheque,Alice
2963,1088,2022-06-07,2023-05-04,4985.45,60 días,Retrasado,90,5,1,Cheque,Charlie
2964,1009,2022-05-14,2023-09-09,9239.42,90 días,Retrasado,90,10,0,Efectivo,Bob
2965,1020,2022-07-04,2023-07-20,256.93,90 días,Pagado,90,0,0,Transferencia,Bob
2966,1045,2022-09-20,2023-02-03,7326.24,60 días,Pendiente,90,5,0,Cheque,Alice
2967,1090,2022-09-12,2023-10-05,8898.59,90 días,Retrasado,60,5,1,Cheque,Alice
2968,1026,2022-08-27,2023-11-27,710.58,30 días,Pendiente,90,10,0,Efectivo,Bob
2969,1065,2022-02-20,2023-06-08,4555.64,30 días,Pendiente,90,0,1,Efectivo,David
2970,1040,2022-08-29,2023-09-14,2126.72,30 días,Pagado,30,0,2,Transferencia,Charlie
2971,1012,2022-06-13,2023-10-02,5708.53,60 días,Pendiente,60,10,1,Transferencia,Charlie
2972,1008,2022-04-15,2023-08-20,6530.48,30 días,Pendiente,90,0,0,Cheque,Bob
2973,1035,2022-07-09,2023-01-10,3095.97,30 días,Pendiente,30,10,2,Cheque,Charlie
2974,1085,2022-06-10,2023-01-20,4653.82,60 días,Retrasado,90,5,0,Cheque,Charlie
2975,1089,2022-07-31,2023-06-24,2865.46,30 días,Pagado,90,10,2,Cheque,Bob
2976,1057,2022-01-24,2023-01-30,3756.97,30 días,Pagado,90,5,0,Cheque,Charlie
2977,1053,2022-10-16,2023-06-23,1679.45,90 días,Pendiente,90,10,1,Efectivo,Alice
2978,1011,2022-04-24,2023-01-23,8867.04,60 días,Pendiente,90,5,0,Transferencia,Bob
2979,1080,2022-03-16,2023-07-28,199.1,30 días,Retrasado,30,5,1,Efectivo,Alice
2980,1077,2022-01-09,2023-03-03,8835.85,30 días,Pagado,90,10,1,Transferencia,Bob
2981,1013,2022-05-14,2023-04-20,5759.62,30 días,Retrasado,30,5,2,Transferencia,Alice
2982,1033,2022-10-11,2023-12-02,3383.41,30 días,Pagado,90,0,1,Transferencia,Charlie
2983,1052,2022-10-27,2023-12-09,7258.27,90 días,Retrasado,30,10,1,Efectivo,David
2984,1019,2022-10-24,2023-09-26,5126.75,90 días,Pendiente,60,0,1,Cheque,Alice
2985,1074,2022-08-02,2023-08-24,5041.18,90 días,Retrasado,90,5,2,Transferencia,Alice
2986,1015,2022-06-01,2023-12-15,1190.41,90 días,Pendiente,60,5,0,Transferencia,David
2987,1094,2022-03-20,2023-10-03,3956.21,60 días,Pagado,60,5,0,Efectivo,David
2988,1069,2022-04-11,2023-03-19,2486.54,30 días,Pagado,60,10,1,Efectivo,Alice
2989,1055,2022-06-18,2023-10-25,255.39,90 días,Pendiente,90,5,1,Cheque,Alice
2990,1082,2022-04-28,2023-05-01,3664.99,30 días,Pagado,60,0,0,Cheque,Alice
2991,1057,2022-07-14,2023-02-07,989.24,60 días,Retrasado,30,0,1,Transferencia,Bob
2992,1003,2022-10-19,2023-01-20,2642.62,30 días,Pendiente,90,10,0,Efectivo,Alice
2993,1003,2022-05-06,2023-03-15,1015.91,30 días,Pagado,60,0,2,Cheque,Alice
2994,1019,2022-09-13,2023-09-09,1099.32,90 días,Retrasado,90,10,1,Cheque,David
2995,1009,2022-10-09,2023-12-02,2070.21,90 días,Retrasado,60,10,1,Cheque,David
2996,1023,2022-12-02,2023-01-11,9998.51,60 días,Pagado,30,5,0,Efectivo,Bob
2997,1098,2022-12-17,2023-08-31,121.62,30 días,Pagado,90,0,0,Efectivo,Bob
2998,1025,2022-06-22,2023-11-14,6422.86,90 días,Retrasado,90,0,2,Efectivo,Charlie
2999,1036,2022-05-12,2023-01-25,1498.31,90 días,Pendiente,-60,0,1,Efectivo,Alice
3000,1084,2022-09-08,2023-05-06,9214.22,90 días,Pagado,30,5,0,Efectivo,Alice
3001,1053,2022-11-25,2023-12-27,1026.97,60 días,Pagado,-90,10,2,Transferencia,David
3002,1020,2022-09-09,2023-11-30,9555.13,30 días,Pendiente,60,0,0,Transferencia,Charlie
3003,1073,2022-08-24,2023-03-09,6148.17,90 días,Pendiente,30,0,0,Efectivo,Alice
3004,1037,2022-03-28,2023-01-09,112.55,30 días,Pagado,30,0,2,Transferencia,Charlie
3005,1045,2022-06-30,2023-03-31,8950.67,60 días,Pendiente,30,0,2,Efectivo,Bob
3006,1003,2022-03-28,2023-11-21,5264.95,30 días,Retrasado,30,5,2,Transferencia,Alice
3007,1059,2022-03-13,2023-01-27,2700.43,90 días,Retrasado,90,10,2,Transferencia,Alice
3008,1056,2022-10-07,2023-06-08,7696.06,30 días,Retrasado,90,0,2,Cheque,Bob
3009,1044,2022-09-08,2023-02-20,9273.99,30 días,Pagado,30,0,2,Efectivo,Alice
3010,1019,2022-04-05,2023-08-23,4888.54,60 días,Pendiente,60,10,1,Transferencia,Bob
3011,1016,2022-10-05,2023-11-10,3223.98,60 días,Retrasado,60,5,2,Transferencia,Bob
3012,1070,2022-11-25,2023-03-30,7910.56,30 días,Pendiente,30,5,1,Cheque,Charlie
3013,1003,2022-01-31,2023-10-31,6849.68,30 días,Retrasado,30,5,0,Transferencia,David
3014,1092,2022-09-26,2023-02-03,8898.65,30 días,Pendiente,60,5,0,Cheque,David
3015,1013,2022-01-18,2023-02-25,6955.89,60 días,Retrasado,30,0,2,Transferencia,Bob
3016,1002,2022-02-08,2023-03-01,2510.93,60 días,Retrasado,30,10,0,Cheque,Charlie
3017,1087,2022-12-09,2023-09-13,9323.43,30 días,Retrasado,90,10,2,Cheque,Bob
3018,1079,2022-01-25,2023-11-02,1137.87,60 días,Retrasado,90,10,2,Efectivo,Charlie
3019,1057,2022-01-04,2023-11-13,2752.63,90 días,Retrasado,-30,5,1,Efectivo,Charlie
3020,1054,2022-07-31,2023-04-24,5249.93,60 días,Retrasado,30,5,0,Transferencia,David
3021,1003,2022-03-12,2023-02-03,5700.85,60 días,Retrasado,90,10,2,Efectivo,David
3022,1023,2022-11-19,2023-04-15,251.57,60 días,Retrasado,30,0,0,Efectivo,Charlie
3023,1033,2022-04-29,2023-08-08,7827.67,90 días,Retrasado,90,5,1,Efectivo,David
3024,1029,2022-02-04,2023-06-23,3679.91,90 días,Pendiente,90,0,0,Transferencia,Charlie
3025,1081,2022-12-29,2023-12-15,4123.54,90 días,Pendiente,60,10,1,Transferencia,Alice
3026,1018,2022-03-19,2023-07-26,8112.76,30 días,Pagado,90,5,1,Efectivo,Bob
3027,1030,2022-01-05,2023-06-17,3854.91,30 días,Retrasado,-60,0,1,Efectivo,David
3028,1059,2022-04-22,2023-03-04,567.53,90 días,Pendiente,60,5,2,Transferencia,Bob
3029,1059,2022-09-16,2023-12-18,1846.75,30 días,Pendiente,90,10,2,Efectivo,David
3030,1018,2022-08-22,2023-10-23,9563.44,30 días,Pendiente,30,10,0,Cheque,Bob
3031,1048,2022-07-11,2023-10-08,797.01,30 días,Pendiente,90,10,2,Transferencia,Bob
3032,1062,2022-01-31,2023-03-13,3613.82,90 días,Pendiente,60,0,2,Transferencia,David
3033,1082,2022-11-13,2023-06-15,5081.47,60 días,Pendiente,90,5,0,Cheque,John Doe
3034,1021,2022-11-23,2023-04-21,4983.48,90 días,Pagado,90,5,1,Efectivo,David
3035,1023,2022-12-08,2023-01-25,139.2,90 días,Pendiente,60,5,1,Cheque,David
3036,1075,2022-11-12,2023-11-01,5061.51,30 días,Pagado,90,10,0,Efectivo,Charlie
3037,1029,2022-09-05,2023-03-31,3899.35,30 días,Pagado,90,0,2,Efectivo,David
3038,1057,2022-12-04,2023-06-22,9723.59,60 días,Retrasado,60,10,0,Transferencia,David
3039,1030,2022-09-07,2023-02-03,1675.67,60 días,Retrasado,30,10,0,Transferencia,David
3040,1099,2022-01-09,2023-03-04,3606.13,60 días,Retrasado,60,0,2,Efectivo,Alice
3041,1063,2022-01-04,2023-05-22,4252.87,60 días,Pendiente,60,10,0,Cheque,Bob
3042,1018,2022-09-30,2023-03-15,3967.87,90 días,Retrasado,90,10,2,Transferencia,David
3043,1047,2022-10-10,2023-08-02,6691.73,60 días,Pendiente,60,5,2,Efectivo,David
3044,1044,2022-07-30,2023-03-29,2233.58,90 días,Pendiente,90,0,0,Transferencia,Bob
3045,1099,2022-01-07,2023-12-24,2288.61,30 días,Retrasado,90,0,1,Transferencia,Bob
3046,1093,2022-01-09,2023-07-10,7319.19,60 días,Retrasado,90,5,2,Transferencia,Charlie
3047,1054,2022-09-29,2023-10-12,5052.88,30 días,Pagado,60,0,1,Cheque,Bob
3048,1054,2022-05-21,2023-03-27,4210.04,30 días,Pagado,60,5,2,Cheque,Bob
3049,1096,2022-10-02,2023-08-14,1775.11,90 días,Pendiente,90,10,1,Efectivo,Alice
3050,1017,2022-05-27,2023-05-06,1956.52,60 días,Pendiente,30,0,0,Cheque,Charlie
3051,1062,2022-01-09,2023-10-26,204.46,90 días,Retrasado,30,0,2,Efectivo,Alice
3052,1091,2022-09-15,2023-01-22,1005.12,30 días,Retrasado,60,10,0,Efectivo,Bob
3053,1046,2022-12-24,2023-03-11,5612.7,60 días,Pagado,90,10,0,Transferencia,David
3054,1074,2022-12-12,2023-02-22,8929.54,30 días,Retrasado,90,0,0,Transferencia,Charlie
3055,1056,2022-08-09,2023-11-21,2942.93,30 días,Pendiente,60,0,2,Cheque,Bob
3056,1044,2022-04-02,2023-11-11,3344.7,60 días,Retrasado,30,0,0,Efectivo,Bob
3057,1032,2022-02-24,2023-07-13,1244.5,60 días,Pagado,60,5,0,Efectivo,David
3058,1016,2022-02-19,2023-03-23,3947.45,60 días,Pendiente,60,0,2,Transferencia,David
3059,1069,2022-09-26,2023-01-10,468.49,90 días,Pagado,90,0,0,Transferencia,David
3060,1003,2022-03-18,2023-09-08,9184.25,90 días,Pagado,60,10,2,Transferencia,Charlie
3061,1019,2022-05-04,2023-02-12,6763.8,30 días,Pendiente,30,10,0,Cheque,Alice
3062,1046,2022-04-09,2023-01-05,9908.41,60 días,Pagado,60,5,1,Efectivo,Charlie
3063,1090,2022-11-14,2023-01-05,8839.95,30 días,Retrasado,90,10,0,Efectivo,David
3064,1014,2022-09-27,2023-04-03,4782.61,30 días,Retrasado,30,0,1,Efectivo,Charlie
3065,1069,2022-05-10,2023-02-16,5244.88,30 días,Pagado,90,0,2,Transferencia,David
3066,1046,2022-07-01,2023-12-29,1986.7,30 días,Retrasado,60,5,1,Cheque,Alice
3067,1077,2022-05-17,2023-12-01,4674.19,30 días,Pagado,60,10,2,Cheque,Charlie
3068,1074,2022-07-23,2023-11-01,9039.98,60 días,Retrasado,60,10,0,Transferencia,Alice
3069,1008,2022-02-10,2023-05-27,603.45,90 días,Pagado,90,10,1,Cheque,Alice
3070,1089,2022-07-11,2023-08-03,8649.21,60 días,Retrasado,60,5,0,Cheque,David
3071,1015,2022-07-27,2023-12-23,3475.38,60 días,Pendiente,30,10,1,Efectivo,Charlie
3072,1068,2022-08-24,2023-09-02,9005.18,60 días,Pendiente,30,10,2,Transferencia,Charlie
3073,1060,2022-10-17,2023-12-22,9414.71,90 días,Retrasado,90,10,2,Transferencia,Alice
3074,1009,2022-05-05,2023-03-07,6741.56,90 días,Pagado,90,0,2,Transferencia,David
3075,1049,2022-12-23,2023-04-17,6677.8,90 días,Retrasado,90,5,2,Transferencia,Alice
3076,1002,2022-04-26,2023-03-16,4582.27,60 días,Pagado,60,0,0,Efectivo,Alice
3077,1076,2022-06-03,2023-11-25,8371.85,90 días,Retrasado,30,5,0,Cheque,Alice
3078,1093,2022-12-17,2023-05-20,9619.97,30 días,Retrasado,30,10,0,Cheque,Alice
3079,1069,2022-02-11,2023-09-26,7773.31,90 días,Pendiente,30,0,0,Efectivo,Charlie
3080,1080,2022-12-01,2023-08-20,6257.17,60 días,Pagado,90,10,0,Cheque,Bob
3081,1050,2022-11-29,2023-07-31,6107.25,60 días,Pagado,90,10,2,Transferencia,Charlie
3082,1018,2022-01-17,2023-05-04,8509.75,30 días,Pagado,60,5,0,Efectivo,David
3083,1041,2022-02-17,2023-04-01,5457.92,90 días,Pagado,90,10,0,Efectivo,Bob
3084,1034,2022-07-27,2023-11-10,8058.21,90 días,Pagado,30,0,0,Transferencia,Alice
3085,1045,2022-07-14,2023-12-22,5137.96,30 días,Pendiente,60,5,2,Transferencia,Charlie
3086,1025,2022-07-13,2023-01-21,718.2,60 días,Retrasado,90,5,2,Transferencia,Bob
3087,1068,2022-10-10,2023-11-03,3901.08,60 días,Pagado,90,0,2,Cheque,Alice
3088,1092,2022-09-01,2023-04-04,4499.97,90 días,Pagado,30,10,2,Transferencia,Charlie
3089,1063,2022-01-29,2023-09-14,1502.01,90 días,Retrasado,60,10,0,Efectivo,Bob
3090,1036,2022-11-23,2023-11-11,1114.71,90 días,Pendiente,90,10,0,Cheque,Charlie
3091,1083,2022-01-05,2023-02-16,5401.1,90 días,Pendiente,90,10,1,Cheque,Bob
3092,1048,2022-12-26,2023-11-19,942.92,90 días,Pendiente,60,10,0,Efectivo,David
3093,1020,2022-03-29,2023-06-05,3099.16,60 días,Retrasado,60,5,2,Cheque,Charlie
3094,1073,2022-02-12,2023-06-29,7471.51,60 días,Retrasado,90,5,2,Transferencia,Charlie
3095,1063,2022-09-13,2023-08-04,9647.88,60 días,Pendiente,90,0,0,Transferencia,Bob
3096,1004,2022-08-11,2023-01-04,7206.92,60 días,Pendiente,30,10,1,Transferencia,David
3097,1099,2022-11-27,2023-10-14,9926.99,30 días,Retrasado,60,10,2,Transferencia,Charlie
3098,1069,2022-06-19,2023-05-02,7013.55,60 días,Pendiente,90,10,1,Cheque,David
3099,1089,2022-10-17,2023-04-10,3008.57,30 días,Pagado,90,0,2,Efectivo,David
3100,1003,2022-02-18,2023-03-03,6753.32,60 días,Retrasado,-90,10,2,Cheque,Charlie
3101,1038,2022-09-28,2023-09-30,7051.35,90 días,Pendiente,90,5,0,Efectivo,Alice
3102,1034,2022-01-22,2023-02-19,3780.1,90 días,Pagado,30,10,2,Efectivo,Bob
3103,1000,2022-04-28,2023-11-14,275.37,90 días,Retrasado,60,0,1,Transferencia,Charlie
3104,1023,2022-04-19,2023-07-06,7061.68,30 días,Retrasado,90,5,1,Cheque,David
3105,1056,2022-12-21,2023-10-05,314.83,60 días,Pagado,60,5,0,Transferencia,Bob
3106,1099,2022-10-18,2023-09-18,6348.76,60 días,Retrasado,-60,5,2,Cheque,Charlie
3107,1069,2022-09-01,2023-04-24,1719.8,30 días,Pendiente,90,10,1,Cheque,Bob
3108,1040,2022-05-19,2023-08-27,5699.47,30 días,Retrasado,90,0,0,Transferencia,Bob
3109,1053,2022-01-24,2023-11-18,5088.74,30 días,Pendiente,90,0,1,Cheque,David
3110,1045,2022-02-08,2023-12-05,233.79,30 días,Pagado,30,10,0,Transferencia,Alice
3111,1059,2022-12-17,2023-04-18,3692.37,30 días,Pagado,90,0,1,Efectivo,Alice
3112,1059,2022-05-24,2023-05-23,6050.8,90 días,Retrasado,60,5,2,Transferencia,Bob
3113,1056,2022-10-06,2023-01-29,8501.2,60 días,Pagado,60,5,1,Cheque,David
3114,1030,2022-10-16,2023-04-11,8897.56,30 días,Pagado,30,0,1,Cheque,David
3115,1083,2022-12-03,2023-02-28,4890.11,90 días,Retrasado,90,0,0,Efectivo,Charlie
3116,1023,2022-01-17,2023-03-19,7311.38,30 días,Pendiente,90,10,0,Efectivo,Bob
3117,1088,2022-04-02,2023-12-18,3232.9,90 días,Retrasado,30,10,0,Efectivo,Charlie
3118,1035,2022-06-11,2023-09-01,3487.65,30 días,Retrasado,30,10,1,Transferencia,David
3119,1084,2022-01-09,2023-09-13,2025.19,60 días,Pendiente,90,10,0,Transferencia,Bob
3120,1029,2022-04-17,2023-04-02,5663.29,30 días,Pendiente,90,10,2,Cheque,Alice
3121,1023,2022-10-28,2023-03-24,3214.19,30 días,Pendiente,60,10,0,Efectivo,Alice
3122,1029,2022-03-15,2023-12-11,935.27,60 días,Retrasado,90,5,0,Efectivo,Charlie
3123,1085,2022-12-31,2023-01-24,6881.56,60 días,Pendiente,90,0,2,Transferencia,Bob
3124,1091,2022-07-23,2023-01-29,7106.76,30 días,Pagado,60,10,0,Cheque,David
3125,1006,2022-02-09,2023-11-28,3663.92,60 días,Pendiente,60,5,0,Efectivo,Charlie
3126,1034,2022-06-03,2023-07-07,859.56,60 días,Pagado,60,0,1,Transferencia,Alice
3127,1054,2022-03-25,2023-05-27,4320.35,90 días,Pendiente,60,0,1,Transferencia,David
3128,1091,2022-10-16,2023-04-19,4479.12,60 días,Pagado,30,0,0,Efectivo,Jane Smith
3129,1013,2022-05-04,2023-08-12,6719.84,60 días,Pagado,60,10,2,Efectivo,Alice
3130,1009,2022-10-18,2023-05-10,3222.62,30 días,Pagado,30,10,0,Cheque,David
3131,1079,2022-07-19,2023-06-22,6857.73,30 días,Pagado,60,10,0,Efectivo,Alice
3132,1015,2022-12-13,2023-11-13,8727.74,90 días,Pagado,60,0,0,Transferencia,Bob
3133,1053,2022-10-04,2023-08-22,6536.965634242281,30 días,Pendiente,60,0,1,Efectivo,Charlie
3134,1094,2022-06-19,2023-01-24,9791.3,60 días,Retrasado,90,5,2,Efectivo,David
3135,1088,2022-07-16,2023-02-24,3925.04,60 días,Retrasado,30,5,2,Cheque,David
3136,1076,2022-03-13,2023-01-28,2745.86,60 días,Retrasado,60,5,2,Transferencia,Bob
3137,1069,2022-12-19,2023-10-04,4272.96,30 días,Retrasado,90,5,1,Efectivo,Alice
3138,1043,2022-02-10,2023-04-02,1034.54,60 días,Retrasado,30,0,1,Transferencia,Alice
3139,1072,2022-09-14,2023-03-23,1344.49,60 días,Pagado,30,10,0,Cheque,Alice
3140,1044,2022-06-27,2023-01-16,4202.9,90 días,Pendiente,90,10,1,Transferencia,David
3141,1099,2022-01-28,2023-09-07,7648.2,90 días,Pagado,30,10,0,Efectivo,David
3142,1055,2022-02-20,2023-09-22,9013.09,90 días,Pendiente,90,10,1,Efectivo,Alice
3143,1083,2022-08-12,2023-03-02,6681.7,30 días,Pendiente,60,5,0,Cheque,David
3144,1081,2022-04-29,2023-02-07,1141.67,60 días,Pendiente,90,0,1,Cheque,Charlie
3145,1056,2022-02-08,2023-05-02,6753.0,60 días,Pendiente,30,10,2,Cheque,Bob
3146,1020,2022-06-24,2023-08-17,6390.74,60 días,Retrasado,30,0,0,Transferencia,Bob
3147,1067,2022-11-06,2023-11-01,8077.06,90 días,Pendiente,60,5,1,Transferencia,David
3148,1049,2022-11-11,2023-10-25,8269.96,60 días,Pendiente,90,5,1,Transferencia,Charlie
3149,1032,2022-11-01,2023-06-17,8695.21,60 días,Retrasado,60,10,0,Transferencia,Charlie
3150,1090,2022-07-23,2023-08-04,4199.9,60 días,Pagado,90,10,1,Cheque,Alice
3151,1006,2022-06-17,2023-04-13,7008.86,60 días,Pagado,90,5,2,Transferencia,Bob
3152,1069,2022-01-16,2023-12-14,2755.68,60 días,Pagado,90,5,0,Transferencia,Bob
3153,1014,2022-11-21,2023-06-17,9993.43,30 días,Pagado,60,0,0,Transferencia,Bob
3154,1081,2022-05-20,2023-04-29,1835.81,60 días,Pendiente,60,5,0,Transferencia,David
3155,1031,2022-08-19,2023-02-27,200.13,30 días,Retrasado,30,0,0,Cheque,Charlie
3156,1074,2022-09-09,2023-06-17,1573.21,60 días,Retrasado,60,5,0,Cheque,Alice
3157,1019,2022-04-27,2023-04-28,7781.14,30 días,Pagado,-90,0,2,Efectivo,David
3158,1087,2022-07-02,2023-02-21,4523.16,60 días,Retrasado,90,5,0,Efectivo,Alice
3159,1014,2022-10-11,2023-05-03,4530.25,60 días,Pendiente,90,5,2,Transferencia,David
3160,1047,2022-07-12,2023-08-01,9554.73,60 días,Pagado,60,0,2,Transferencia,Bob
3161,1070,2022-08-10,2023-04-14,9204.39,60 días,Pendiente,30,0,2,Cheque,Alice
3162,1020,2022-04-06,2023-07-13,3180.83,90 días,Pendiente,60,10,0,Efectivo,Charlie
3163,1041,2022-12-15,2023-04-24,2169.68,60 días,Pendiente,30,10,2,Transferencia,Charlie
3164,1025,2022-10-27,2023-02-08,8499.97,30 días,Pendiente,60,5,0,Efectivo,David
3165,1013,2022-12-05,2023-08-31,9069.59,90 días,Pendiente,90,5,2,Efectivo,Bob
3166,1056,2022-07-14,2023-10-28,5461.81,90 días,Pagado,30,0,0,Efectivo,David
3167,1036,2022-02-13,2023-09-07,6331.29,60 días,Pendiente,60,5,1,Cheque,Alice
3168,1057,2022-11-13,2023-01-29,2643.45,30 días,Pagado,90,10,1,Transferencia,Charlie
3169,1020,2022-06-01,2023-08-13,8027.95,30 días,Retrasado,30,0,2,Transferencia,Charlie
3170,1081,2022-05-07,2023-03-17,6358.01,90 días,Pendiente,30,5,1,Cheque,Charlie
3171,1068,2023-01-01,2023-04-22,5084.78,30 días,Pendiente,90,0,2,Cheque,Charlie
3172,1002,2022-02-07,2023-11-10,695.07,60 días,Retrasado,90,10,2,Cheque,Alice
3173,1086,2022-02-12,2023-08-22,9167.76,60 días,Pagado,60,10,2,Efectivo,Charlie
3174,1089,2022-05-18,2023-04-03,6192.97,60 días,Pendiente,60,10,1,Efectivo,David
3175,1036,2022-03-20,2023-07-19,2007.64,60 días,Retrasado,90,5,2,Transferencia,Charlie
3176,1087,2022-07-14,2023-07-12,6103.22,60 días,Retrasado,60,5,1,Transferencia,Alice
3177,1048,2022-12-31,2023-03-12,6806.89,90 días,Pendiente,90,5,1,Efectivo,Bob
3178,1018,2022-11-21,2023-08-24,5305.13,60 días,Pagado,90,5,0,Efectivo,Bob
3179,1088,2022-03-20,2023-04-11,7209.21,60 días,Pagado,60,5,1,Cheque,Charlie
3180,1084,2022-07-19,2023-11-21,5856.39,90 días,Pendiente,60,5,0,Efectivo,Bob
3181,1011,2022-06-12,2023-07-04,9482.92,90 días,Retrasado,30,10,2,Transferencia,Alice
3182,1060,2022-07-04,2023-05-20,631.6,90 días,Pendiente,30,10,2,Transferencia,Charlie
3183,1040,2022-02-24,2023-04-15,1151.83,30 días,Pagado,60,5,0,Cheque,Alice
3184,1032,2022-02-16,2023-06-22,1819.35,30 días,Retrasado,60,10,2,Cheque,Bob
3185,1049,2022-01-03,2023-03-08,6932.69,60 días,Pendiente,60,0,0,Transferencia,Bob
3186,1067,2022-06-07,2023-01-18,6491.4,60 días,Retrasado,30,5,0,Efectivo,Charlie
3187,1070,2022-08-16,2023-12-22,8931.38,60 días,Pagado,60,0,2,Efectivo,Bob
3188,1085,2022-07-04,2023-10-20,7355.49,30 días,Pagado,30,5,0,Transferencia,Charlie
3189,1032,2022-05-19,2023-02-01,5132.72,60 días,Pagado,30,5,0,Efectivo,Charlie
3190,1080,2022-02-22,2023-05-25,9919.13,60 días,Pendiente,30,10,0,Efectivo,David
3191,1023,2022-03-09,2023-03-12,2734.47,30 días,Retrasado,30,0,2,Transferencia,David
3192,1060,2022-02-14,2023-02-27,8348.6,90 días,Pendiente,90,10,2,Transferencia,John Doe
3193,1060,2022-04-06,2023-08-28,4325.22,30 días,Pendiente,60,5,2,Cheque,Alice
3194,1097,2022-08-09,2023-08-24,6522.48,60 días,Pendiente,60,0,2,Transferencia,Bob
3195,1027,2022-08-18,2023-08-04,7299.96,30 días,Pendiente,90,5,2,Cheque,Bob
3196,1057,2022-10-13,2023-03-30,6374.17,90 días,Retrasado,60,10,1,Cheque,David
3197,1042,2022-10-12,2023-06-26,1491.02,90 días,Retrasado,30,5,1,Efectivo,Charlie
3198,1040,2022-09-20,2023-04-24,4485.22,90 días,Pendiente,90,5,0,Transferencia,Charlie
3199,1038,2022-07-28,2023-06-02,5658.24,90 días,Pendiente,30,10,1,Efectivo,Charlie
